Location,Period,Dim2,Indicator,Dim1,First Tooltip
Antigua and Barbuda,2016,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,28
Antigua and Barbuda,2016,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,15
Antigua and Barbuda,2016,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,13
Antigua and Barbuda,2015,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,126
Antigua and Barbuda,2015,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,65
Antigua and Barbuda,2015,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,60
Antigua and Barbuda,2015,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,48
Antigua and Barbuda,2015,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,23
Antigua and Barbuda,2015,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,25
Antigua and Barbuda,2015,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,205
Antigua and Barbuda,2015,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,100
Antigua and Barbuda,2015,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,104
Antigua and Barbuda,2015,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,26
Antigua and Barbuda,2015,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,13
Antigua and Barbuda,2015,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,13
Antigua and Barbuda,2010,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,102
Antigua and Barbuda,2010,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,53
Antigua and Barbuda,2010,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,49
Antigua and Barbuda,2010,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,52
Antigua and Barbuda,2010,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,20
Antigua and Barbuda,2010,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,31
Antigua and Barbuda,2010,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,184
Antigua and Barbuda,2010,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,88
Antigua and Barbuda,2010,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,96
Antigua and Barbuda,2010,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,21
Antigua and Barbuda,2010,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,10
Antigua and Barbuda,2010,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,11
Antigua and Barbuda,2005,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,100
Antigua and Barbuda,2005,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,54
Antigua and Barbuda,2005,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,46
Antigua and Barbuda,2005,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,72
Antigua and Barbuda,2005,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,29
Antigua and Barbuda,2005,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,43
Antigua and Barbuda,2005,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,217
Antigua and Barbuda,2005,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,102
Antigua and Barbuda,2005,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,115
Antigua and Barbuda,2005,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,19
Antigua and Barbuda,2005,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,10
Antigua and Barbuda,2005,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,9
Antigua and Barbuda,2000,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,97
Antigua and Barbuda,2000,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,57
Antigua and Barbuda,2000,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,40
Antigua and Barbuda,2000,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,54
Antigua and Barbuda,2000,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,21
Antigua and Barbuda,2000,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,33
Antigua and Barbuda,2000,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,192
Antigua and Barbuda,2000,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,91
Antigua and Barbuda,2000,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,101
Antigua and Barbuda,2000,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,20
Antigua and Barbuda,2000,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,11
Antigua and Barbuda,2000,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,9
Argentina,2016,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,65657
Argentina,2016,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,34104
Argentina,2016,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,31554
Argentina,2016,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,9233
Argentina,2016,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,4837
Argentina,2016,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,4395
Argentina,2016,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,91028
Argentina,2016,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,45216
Argentina,2016,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,45812
Argentina,2016,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,34425
Argentina,2016,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,16792
Argentina,2016,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,17633
Argentina,2015,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,64712
Argentina,2015,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,33800
Argentina,2015,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,30912
Argentina,2015,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,9502
Argentina,2015,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,4915
Argentina,2015,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,4587
Argentina,2015,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,92416
